ticker,pe,pb,returns,liquidity,rating,symbol,volatility
YUMC,9.999999999999998,4652.0,10.577608747325892,3141652.0,0.7000000000000001,,
VSMO,10.0,22560.0,-31.677771047849788,2129.6338582677167,0.4002129633858268,,
AZTA,9.999999999999998,4638.0,-20.47325102880658,498836.6935483871,0.44988366935483876,,
BDTX,10.0,26800.0,13.559322033898319,764968.9516129033,0.6764968951612904,,
WK,9.999999999999998,97380.0,-2.8628428927680845,368464.3293172691,0.4368464329317269,,
STWD,9.999999999999998,2037.0,-1.9258545979778459,2314846.023809524,0.5,,
UNAC,9.999999999999998,2.2925925925925923,-47.184300341296925,199524.42913385827,0.5699524429133859,,
TPR,10.0,6231.0,88.70381586917019,3324807.6612903224,0.7000000000000001,,
NTRS,10.0,65.92798681440264,36.04060913705584,1275930.008,0.7000000000000001,,
FTCI,9.999999999999998,3399.9999999999995,-52.112676056338024,2373616.276,0.5,,
SXI,9.999999999999998,138.85333333333332,50.54571738344779,56572.79761904762,0.6056572797619049,,
PLXS,9.999999999999998,16453.0,58.476208822962825,132218.8,0.6132218800000001,,
APPF,10.0,2544900.0,31.635028190141206,264105.9601593625,0.6264105960159363,,
BLDP,9.999999999999998,,-60.526315789473685,2895741.832669323,0.5,,
TT,9.999999999999998,437.03,91.27713585434172,1097942.246031746,0.7000000000000001,,
NXST,10.0,17071.0,14.678221147386802,326462.6506024096,0.632646265060241,,
ARRY,10.0,6810.0,-57.410881801125704,5898941.74501992,0.5,,
UPS,10.0,13599.0,-12.782195997947651,4059150.3095238097,0.5,,
MBUU,10.0,4335.0,-8.078880407124672,243871.37096774194,0.4243871370967742,,
ARI,10.0,925.0,-17.188898836168306,942935.8565737052,0.4942935856573706,,
ZBH,10.000000000000002,10934.0,-6.459064077337666,1491738.4216867469,0.5,,
HSKA,,0.0,0.0,0.0,0.0,,
CABO,10.0,42022.0,-25.00223090789026,98393.50396825396,0.4098393503968254,,
FDX,10.0,3028.5,14.02484939759036,1899880.3694779116,0.7000000000000001,,
VKCO,10.0,610748.0109632818,-53.77897211958347,2325626.7007874018,0.5,,
CIAN@US,,0.0,0.0,0.0,0.0,,
CNI,10.000000000000002,,-5.889787664307389,1089058.6987951808,0.5,,
ZION,9.999999999999998,60470.0,56.33402275077559,2039558.8709677418,0.7000000000000001,,
PARA,9.999999999999998,10850.0,-31.974921630094045,14967733.870967742,0.5,,
DBX,9.999999999999998,2767999.9999999995,-2.225362062875306,3534622.2128514056,0.5,,
TTLK,9.999999999999998,6.119999999999999,-33.766233766233775,22780.65748031496,0.40227806574803154,,
CNP,9.999999999999998,3265.9999999999995,13.206239168110901,5209970.536290322,0.7000000000000001,,
SLAB,9.999999999999998,1107000.0,0.7554382451988698,304016.8,0.4455104449039774,,
ANSS,9.999999999999998,35110.0,22.104750643388744,558800.5322580645,0.6558800532258066,,
SDGR,10.0,2257.0,-30.037197768133904,756154.0352941176,0.4756154035294118,,
SJW,10.0,55780.0,-18.247105378865605,188098.08016877636,0.41880980801687767,,
OSIS,10.0,177530.0,42.2630018430964,122267.1235059761,0.6122267123505977,,
SIG,10.0,551.2222222222223,17.018516334473393,809072.8744939271,0.6809072874493928,,
HA,9.999999999999998,1800.0,26.58227848101265,1675623.0,0.7000000000000001,,
CWH,9.999999999999998,2448.0,8.896797153024911,1060995.9677419355,0.6779359430604982,,
CLBK,9.999999999999998,1823.9999999999998,3.401360544217675,82642.0,0.4762914108843535,,
DLTR,9.999999999999998,7126.999999999999,-44.41584776165965,3245956.112449799,0.5,,
GTX,9.999999999999998,8380.0,8.549222797927476,982441.724,0.6692286283585496,,
CHGG,10.0,2120.0,-79.35735150925024,3441984.016064257,0.5,,
KVYO,,0.0,0.0,0.0,0.0,,
FIXP@GS,,0.0,0.0,0.0,0.0,,
LOW,10.0,545.28,31.361117802939038,2492484.544,0.7000000000000001,,
MGNT,10.0,452950.0,-27.701516360734235,348860.562992126,0.4348860562992126,,
AZO,10.0,317300.0,19.101688744083383,137219.084,0.6137219084000001,,
GS,10.0,60916.99999999999,74.35244282893042,2176248.344,0.7000000000000001,,
175,9.999999999999998,693.0,69.85294117647058,50415878.74285714,0.7000000000000001,,
MCO,10.0,50006.0,33.727335936246455,731156.0483870967,0.6731156048387098,,
CNXC,10.0,448600.0,-54.229160289766355,562420.0,0.45624200000000004,,
RDY,10.0,14.15,-79.736502935701,266184.828125,0.42661848281250003,,
ALB,10.0,10782.0,-10.135022503750633,2939348.484126984,0.5,,
SPBE,10.000000000000002,30.586666666666666,41.25615763546798,1259355.6141732284,0.7000000000000001,,
MELI,10.0,1985170.0,24.10182354669517,359681.496,0.6359681496,,
916,10.0,6.41,14.669051878354209,37324642.79591837,0.7000000000000001,,
UAA,10.0,29189.18918918919,13.684210526315788,9780127.016129032,0.7000000000000001,,
NTLA,10.0,156199.99999999997,-49.43347361605698,1687391.488095238,0.5,,
SVCB,10.0,127.55,1.999200319872051,385410.88163265307,0.47852509456070635,,
FFIN,10.0,4350.0,54.20063807160581,532016.0441767068,0.6532016044176707,,
ECPG,9.999999999999998,4920.0,6.516562026412655,149379.83870967742,0.5452692243992209,,
FCEL,9.999999999999998,118699.99999999999,-71.5347721822542,1078647.9116465864,0.5,,
291,10.0,,-22.941176470588236,13151672.510204082,0.5,,
HIG,9.999999999999998,12330.0,56.810377718428086,1569058.2771084337,0.7000000000000001,,
WAT,10.0,37391.0,29.47470480279788,432868.4342629482,0.6432868434262949,,
KZIZ,9.999999999999998,2695.0,-60.36764705882353,2675.0866141732286,0.40026750866141736,,
DGX,10.0,16502.0,20.023274419957815,901809.5019920318,0.6901809501992033,,
CDW,9.999999999999998,17587.0,-17.276575729068668,904770.9677419355,0.4904770967741936,,
WELL,10.0,137.77,53.38454687152085,2622023.011904762,0.7000000000000001,,
HOG,10.0,3346.0,4.890282131661449,1664197.8047808765,0.597805642633229,,
MED,10.0,19610.0,-71.88127330083167,367771.0361445783,0.4367771036144579,,
UGI,10.0,,33.157894736842096,2132889.9598393575,0.7000000000000001,,
LPSN,10.0,960.0,-69.13183279742765,2724826.801587302,0.5,,
ENSG,10.0,146030.0,33.29986307622091,363056.0873015873,0.6363056087301588,,
GTLB,10.0,25499999.999999996,20.442093330814284,2421036.290322581,0.7000000000000001,,
386,9.999999999999998,4.16,4.2606516290726795,114931281.7909836,0.5852130325814536,,
TEL,10.0,265.35087719298247,15.458015267175574,1757138.84063745,0.7000000000000001,,
EIX,9.999999999999998,,30.77037256939289,2016684.9482071714,0.7000000000000001,,
ODFL,10.0,2251.1,-44.26590740282247,1301468.1686746988,0.5,,
AXSM,10.0,986700.0000000001,46.3295269168026,611182.3412698413,0.6611182341269842,,
PLL,10.0,127400.0,-49.46449821499405,688578.8,0.46885788000000006,,
PRFT,10.0,75959.99999999999,16.253443526170784,433881.9238095238,0.6433881923809525,,
RKT,10.0,1475000.0000000002,49.898373983739845,2955941.852,0.7000000000000001,,
VIRT,9.999999999999998,3790999.9999999995,107.04533042053521,1203597.8964143426,0.7000000000000001,,
GEVO,9.999999999999998,164.0,34.426229508196734,5827529.248,0.7000000000000001,,
ABNB,10.0,1361100.0,1.8025430067315071,4475680.3,0.5360508601346302,,
ETLN,10.0,52.0,-27.877947295423017,617777.3937007874,0.46177773937007877,,
2269,10.0,600000.0,-54.751131221719454,62061496.6122449,0.5,,
700,10.0,19900000.0,25.631313131313128,21745911.374485597,0.7000000000000001,,
PSMT,10.0,898100.0,28.410065770660577,150361.2,0.6150361200000001,,
VREX,9.999999999999998,1670.0,-12.427897220765606,504660.8,0.45046608000000005,,
TRMB,10.0,72970.0,55.88549455244605,1328660.7590361445,0.7000000000000001,,
WBD,10.0,1048.0,-7.989464442493416,28705596.761133604,0.5,,
CTAS,10.0,,-59.259526168813615,595065.3984063745,0.4595065398406375,,
SHOP,9.999999999999998,,59.445670159955874,9160718.099601593,0.7000000000000001,,
ITGR,10.0,140540.0,57.256350005594705,303695.4860557769,0.6303695486055778,,
YUM,10.0,,10.672502984480698,1892070.4103585656,0.7000000000000001,,
TKR,10.0,,1.0920229058463087,480471.364,0.46988759451692624,,
HCSG,10.0,1234.0,22.29930624380575,495518.8835341365,0.6495518883534137,,
ALRM,10.0,6514.0,13.36581970066133,357211.824,0.6357211824000001,,
KZOSP,10.0,19.64,-19.934773746432942,59426.149606299216,0.40594261496062994,,
A,10.0,13788.999999999998,6.990999379267529,1700884.3293172691,0.6398199875853506,,
GEF,10.0,,1.4072494669509725,168978.71485943775,0.44504286082496325,,
BXMT,10.0,1921.9999999999998,-16.72443674176776,2073433.6,0.5,,
SNOW,10.0,1749000.0,-7.116303770578866,6247873.963855422,0.5,,
PATH,10.000000000000002,1423000.0,-43.64356435643565,9535867.337301588,0.5,,
WUSH,9.999999999999998,14034.0,-34.42056074766355,1142230.094488189,0.5,,
COP,9.999999999999998,10835.0,-5.3959661224133475,5878637.992094861,0.5,,
ZBRA,9.999999999999998,40686.0,69.97117433262315,358123.7619047619,0.6358123761904763,,
ASO,10.0,4927.0,-11.986423722758117,1424734.8,0.5,,
BLDR,10.0,18636.0,36.16834721613327,1653348.21686747,0.7000000000000001,,
CSGS,9.999999999999998,5481.0,4.1421242637279105,265928.8,0.5094353652745582,,
HI,10.0,,-14.858138377302138,398043.442687747,0.43980434426877474,,
INTU,9.999999999999998,64173.0,12.491454414780792,1315069.4779116465,0.7000000000000001,,
NHI,9.999999999999998,7665.0,37.119856887298766,193623.32270916336,0.6193623322709164,,
ORI,10.0,38.99,31.722972972972975,1373443.6666666667,0.7000000000000001,,
BBSI,10.0,4290.0,-61.88022036609206,84327.62151394422,0.40843276215139446,,
GEMC,10.0,19065.384999854894,-5.525965379494008,95690.97368421052,0.40956909736842106,,
CDNA,9.999999999999998,24540.0,148.6322188449848,910952.8,0.6910952800000001,,
UGLD,10.0,655.2,16.687444345503117,872929.6771653544,0.6872929677165356,,
TCX,10.0,,-22.412280701754383,37279.34939759036,0.40372793493975906,,
PHOR,10.0,2233.6,-16.65671641791045,60869.77165354331,0.40608697716535436,,
OSUR,9.999999999999998,3850000.0000000005,-47.18792866941015,869483.1952191235,0.48694831952191237,,
ORLY,10.0,124746.0,26.87496186001098,369535.6305220884,0.636953563052209,,
AVNS,10.0,1916.0,-13.145965548504075,247048.228,0.42470482280000005,,
ALT,10.0,85700.0,85.09719222462205,5127222.709163346,0.7000000000000001,,
DUK,10.0,117150.0,26.334519572953734,3056576.6166007905,0.7000000000000001,,
HNFG,9.999999999999998,10.742,9.166666666666671,90935.68897637795,0.5924269022309713,,
BWXT,9.999999999999998,13085.0,60.65070595457335,637318.3849206349,0.6637318384920636,,
RS,10.0,329000.0,18.545742802579912,313121.3043478261,0.6313121304347827,,
HHRU,10.0,3908.0,16.935966487133452,34339.14367816092,0.6034339143678161,,
PRTS,9.999999999999998,960.0,-70.46153846153847,734893.52,0.47348935200000003,,
CAH,10.0,,13.539921831379129,2076120.2936507936,0.7000000000000001,,
868,10.0,81.19999999999999,-5.80046403712297,12372983.393442623,0.5,,
KEY,10.0,19.75,46.949404761904766,13609512.851405622,0.7000000000000001,,
LNZL,10.0,11940.0,-31.181556195965417,1162.5,0.40011625,,
ALG,9.999999999999998,2000.1,6.027353689567433,73470.96774193548,0.5278941705655422,,
PLCE,10.0,159.2,-32.513777024162785,1361801.2088353413,0.5,,
CACI,10.0,4598.0,36.71096839413672,121117.628,0.6121117628000001,,
VST,10.0,15999.0,331.0075431034483,6541579.78968254,0.7000000000000001,,
WTS,10.000000000000002,2162.2,9.434153254377966,140580.3172690763,0.6027410968144671,,
JBSS,10.0,8608.0,-10.005227391531633,62220.84462151394,0.4062220844621514,,
MDB,10.0,322490.0,-23.76483381400406,1465830.9236947792,0.5,,
NOK,10.0,4.22,33.54430379746834,16251104.0,0.7000000000000001,,
WH,10.0,9906.0,26.658995013425407,752931.4387351779,0.6752931438735179,,
UDR,10.0,4587.0,32.53394972551285,2502161.290322581,0.7000000000000001,,
SELG,9.999999999999998,37.12,-41.71769508557073,368716.43307086616,0.4368716433070866,,
OKE,10.0,11360.0,61.80031334567726,2858575.725099602,0.7000000000000001,,
OMC,10.000000000000002,686.4666666666667,24.978759558198806,1521897.3280632412,0.7000000000000001,,
NIC,10.0,11250.0,44.86221993304147,42874.4,0.6042874400000001,,
TASK,10.0,1476.0,15.492957746478877,223886.25702811245,0.6223886257028113,,
IOSP,9.999999999999998,11861.0,9.499630723781396,107084.67741935483,0.6007010822175635,,
TATNP,10.0,542.7,-12.552368675475343,589197.6102362205,0.4589197610236221,,
ALLO,9.999999999999998,2480.0,-3.1250000000000027,2513005.588,0.5,,
AOS,10.0,74.26,-3.671033856531325,954210.156,0.4954210156,,
1099,10.0,20.3,7.067510548523205,6477419.436734694,0.6413502109704641,,
CB,10.0,12.004140786749483,27.082237418902324,1614367.2589641435,0.7000000000000001,,
SLAV,10.0,37740.0,-66.7781690140845,11428.759842519685,0.40114287598425197,,
METC,9.999999999999998,1276.0,-24.941176470588236,736169.8795180722,0.47361698795180723,,
SQ,10.0,885999999.9999999,36.3076923076923,8251056.172690763,0.7000000000000001,,
OLED,10.0,16401.0,-7.375614163889989,363346.10887096776,0.4363346108870968,,
DVA,10.0,172040.0,61.403508771929815,812680.0361445784,0.6812680036144579,,
FLWS,10.0,813.0000000000001,-14.511041009463712,324653.03643724695,0.4324653036437247,,
CSL,9.999999999999998,457.22,56.90998318404888,319019.8333333333,0.6319019833333335,,
2319,9.999999999999998,170.0,-25.601750547045953,25069968.651639346,0.5,,
NYT,10.0,533.5,11.915250681770505,1122066.0753968253,0.7000000000000001,,
LEGH,10.0,26190.0,14.91882404563406,64083.25793650794,0.6064083257936509,,
SWK,9.999999999999998,35.704,-5.173695952406237,1417338.928,0.5,,
MOS,9.999999999999998,2647.0,-26.696206037108837,4250465.824701196,0.5,,
PRFN,10.000000000000002,41.39999999999999,-27.009873060648804,31215.759842519685,0.40312157598425197,,
MASI,9.999999999999998,172540.0,70.20814836736704,682312.912,0.6682312912000001,,
ANF,9.999999999999998,14956.999999999998,93.69334369334369,1617891.112,0.7000000000000001,,
2202,10.0,6.42,-14.400000000000002,66503017.99180328,0.5,,
FSLR,9.999999999999998,199440.0,25.009402030838668,2509227.8225806453,0.7000000000000001,,
YEXT,10.0,8280.0,17.613636363636353,900127.3385826772,0.6900127338582678,,
KD,10.0,3457.0,83.59001593202339,1671765.281124498,0.7000000000000001,,
COLB,10.0,,27.823577906018137,2157089.641434263,0.7000000000000001,,
WST,10.0,1301.28,-7.284541723666211,554244.6388888889,0.4554244638888889,,
FLR,10.0,5528.0,41.45342886386899,1719136.8,0.7000000000000001,,
UPBD,9.999999999999998,3456.0,11.84466019417477,447835.2470119522,0.6447835247011953,,
YETI,10.0,4038.0,-12.5216637781629,1566129.1904761905,0.5,,
UEC,10.0,8330.0,23.40740740740741,7571604.92,0.7000000000000001,,
ZNTL,10.0,3650.0,-68.42560553633218,1286180.1035856574,0.5,,
1109,9.999999999999998,229.99999999999994,-16.363636363636363,17838256.612244897,0.5,,
WDAY,10.0,249990.0,-7.1428571428571495,2037024.637450199,0.5,,
1299,9.999999999999998,,-12.160120845921456,35599012.636734694,0.5,,
GAP,10.0,484.79999999999995,16.31477927063339,6993564.436,0.7000000000000001,,
RYN,10.0,,1.5938795027095953,598011.692,0.4916787592541919,,
1347,10.0,,18.443804034582126,15350220.75510204,0.7000000000000001,,
EMBC,10.0,2086.0,11.431623931623935,406530.9236947791,0.640653092369478,,
MAGN,10.000000000000002,32.98,-34.237288135593225,2166752.9881889764,0.5,,
VTBR,10.000000000000002,1.39,-38.348265767763685,26155668.736,0.7999999999999999,,
LUMN,10.0,7.35,371.1538461538461,19172787.967871487,0.7000000000000001,,
WMG,9.999999999999998,32520.000000000004,-5.078809106830108,1771270.438247012,0.5,,
WRLD,9.999999999999998,,1.9519142163022518,36838.08032128514,0.4427220923581736,,
VSTO,10.0,4463.0,56.21281064053203,593570.228,0.6593570228000001,,
TPH,10.000000000000002,4362.0,42.36292428198432,881831.0238095238,0.6881831023809525,,
AVNT,9.999999999999998,5135.0,45.13849632560768,460368.358565737,0.6460368358565738,,
AAP,9.999999999999998,413900.0,-25.597699083228477,2033690.7258064516,0.5,,
AON,10.0,38970.0,19.499555364754215,1170721.0526315789,0.7000000000000001,,
TTD,10.0,128550000.00000001,86.95462478184992,3777325.14229249,0.7000000000000001,,
EFX,10.0,209.256,16.181042906635877,867920.2608695652,0.6867920260869567,,
AWH,9.999999999999998,890.0,-72.61538461538461,73915.632,0.40739156320000003,,
MKC,9.999999999999998,7842.0,17.412786345261257,1845439.888446215,0.7000000000000001,,
RPD,10.0,4279.0,-23.79341050756901,834198.0597609562,0.48341980597609563,,
CARM,9.999999999999998,1.5765,-35.67931456548348,167290.14566929135,0.5667290145669291,,
MHK,10.0,13883.000000000002,51.08281641092612,722625.4032258064,0.6722625403225807,,
MA,10.0,5319500.0,30.306444896259464,2420519.019920319,0.7000000000000001,,
RUAL,10.0,52.80137452647837,-3.183912861332218,2329701.8543307087,0.5,,
NKHP,10.0,600.0,-27.927927927927925,5133.854330708661,0.4005133854330709,,
GLBE,10.0,,43.460378393199896,1087821.0240963856,0.7000000000000001,,
TGKJ,10.0,38.66265060240964,-45.57788518612736,14156.448818897637,0.4014156448818898,,
SBAC,10.0,22531.0,-9.477701888308559,899149.7991967872,0.48991497991967875,,
AWR,10.0,34.124,2.969221484610752,214014.72509960158,0.4807859022021752,,
SIGI,10.0,51.405,-1.7863966373710398,350114.28685258963,0.435011428685259,,
RBA,9.999999999999998,,52.37065637065636,993249.5714285715,0.6993249571428573,,
PLTK,10.0,843.0,0.9580838323353302,845518.4,0.5037135166467066,,
MNDY,10.0,,56.670692873613724,719402.2088353414,0.6719402208835342,,
CGEN,9.999999999999998,158.99999999999997,103.84615384615381,936739.32,0.693673932,,
ITCI,10.0,855900.0,39.261308167914095,847413.6,0.6847413600000001,,
CRMT,9.999999999999998,4625.999999999999,-42.76877397006062,104524.9203187251,0.4104524920318725,,
TOL,10.0,16470.0,88.85448916408669,1360660.6,0.7000000000000001,,
SPG,9.999999999999998,1832500.0,40.0458540313336,1429167.3387096773,0.7000000000000001,,
NVR,10.0,920000.0,44.01891030909276,19286.149193548386,0.6019286149193549,,
AWK,10.0,13616.0,2.2682890190776703,1158243.7549407114,0.5453657803815535,,
CTLT,10.0,6113.0,52.93970477858395,1988881.0395256917,0.7000000000000001,,
BERY,10.0,7231.0,8.917005573128485,1044866.032128514,0.6783401114625697,,
SCL,9.999999999999998,76.62,-10.989776951672855,96330.348,0.4096330348,,
CMC,10.0,6181.0,33.93282773564464,857279.168,0.6857279168000001,,
3908,9.999999999999998,13.54,13.400335008375208,24838812.72653061,0.7000000000000001,,
IRWD,9.999999999999998,3450.0,-67.23646723646723,2793097.6,0.5,,
DASH,9.999999999999998,18047999.999999996,83.4892232614884,3849896.015936255,0.7000000000000001,,
1044,10.0,222.5,-20.393559928443647,1701453.6106557378,0.5,,
EAT,10.0,1323.6000000000001,243.88152766952453,1402826.392857143,0.7000000000000001,,
SNAP,10.0,1181000.0,-17.412587412587413,27194569.16,0.5,,
TSM,10.0,36.952,90.4545923100711,14644489.722222222,0.7000000000000001,,
SLP,10.0,31790.0,-18.10922205048944,132338.8,0.41323388,,
HZO,9.999999999999998,34460.0,4.140223632517369,293043.7250996016,0.5121088451603076,,
CPB,10.0,1332.0000000000002,21.799561082662777,2733661.8287292817,0.7000000000000001,,
VRT,10.0,1279500.0,182.07671957671957,7805323.79032258,0.7000000000000001,,
CHD,9.999999999999998,109.02,14.63722397476341,1367048.8167330676,0.7000000000000001,,
BBWI,10.0,72.62,-1.5989159891598814,3763922.4,0.5,,
RUN,10.0,115600.0,-19.833564493758665,12138992.344,0.5,,
AKAM,10.0,9402.0,-18.87834339948232,1608557.37751004,0.5,,
CP,9.999999999999998,,2.66756032171583,2197155.25,0.5533512064343167,,
SRE,9.999999999999998,,29.130613926658416,2869089.964285714,0.7000000000000001,,
ZUMZ,9.999999999999998,,9.158415841584166,250313.5,0.6081996668316834,,
MODG,10.0,842.0,-35.96958174904943,2608437.450199203,0.5,,
USM,9.999999999999998,63.46,45.28388278388279,230774.832,0.6230774832000001,,
ZYNE,,0.0,0.0,0.0,0.0,,
SKLZ,10.0,56500.0,-11.023622047244084,124188.30645161291,0.4124188306451613,,
16,10.0,,1.377952755905508,4149920.9959016396,0.5275590551181102,,
BMO,10.0,,13.052756372258454,861131.8849206349,0.6861131884920636,,
2359,10.000000000000002,47.05,-43.61893349310965,8040428.86122449,0.5,,
AVXL,9.999999999999998,9670.0,17.926829268292693,1193363.0883534136,0.7000000000000001,,
ATI,10.0,602.5,42.33404205055516,1429124.6494023905,0.7000000000000001,,
2328,10.0,11.78,29.166666666666668,27996999.901639346,0.7000000000000001,,
COIN,10.0,29619999.999999996,109.93691969664752,11132206.492063493,0.7000000000000001,,
CLSK,9.999999999999998,14600.0,64.59977452085684,29889031.34920635,0.7000000000000001,,
ATNI,9.999999999999998,1978.0,-38.47589424572317,104493.1485943775,0.41044931485943775,,
CBU,10.0,69.23,44.5302713987474,284964.34523809527,0.6284964345238097,,
3690,9.999999999999998,16869999.999999996,95.02890173410404,38534715.594262294,0.7000000000000001,,
ARNC,,0.0,0.0,0.0,0.0,,
MKTX,10.0,86163.33333333333,8.354292421193833,396784.7389558233,0.606764322319459,,
SILK,9.999999999999998,27489.999999999996,176.28140703517587,1121435.4688995215,0.7000000000000001,,
ENTA,10.0,860.9999999999999,-13.900000000000007,197880.72289156626,0.41978807228915666,,
INMD,10.0,1952.0,-20.939651680842452,1348963.7096774194,0.5,,
HBAN,10.0,1801.0000000000002,52.88624787775893,15926945.381526105,0.7000000000000001,,
POOL,9.999999999999998,377089.99999999994,6.631037212984954,341994.1044176707,0.5668201547014662,,
QUOT,,0.0,0.0,0.0,0.0,,
BECN,10.0,11329.0,34.88510536968688,725394.3067729083,0.6725394306772909,,
FL,9.999999999999998,2512.0,-15.902243053230666,3197736.155378486,0.5,,
1385,,,0.0,5360137.723140496,0.1,,
J,9.999999999999998,141.3,9.272291392777054,690123.6666666666,0.6544581945222078,,
